Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/ENVO_01000731,igneous extrusion,,A mass of igneous rock formed when hot magma flows out (extrudes) onto a planetary surface as lava or explodes violently into the atmosphere to fall back as pyroclastics or tuff.,volcanic feature,"A part of an astronomical body associated with a volcano - an opening, or rupture, in that body's surface or crust - which allows hot, molten rock, ash and gases to escape from deep below the surface. ; ","A part of an astronomical body associated with a volcano - an opening, or rupture, in that body's surface or crust - which allows hot, molten rock, ash and gases to escape from deep below the surface.",,
http://purl.obolibrary.org/obo/FOODON_00001272,zebra milk beverage,,,equine milk beverage,,,,
http://purl.obolibrary.org/obo/ENVO_01000767,illegal settlement,,A settlement on land that the inhabitants have no legal claim to or occupy illegally.,human settlement,,An anthropised ecosystem which is determined by the presence of humans and their constructions.,,
http://purl.obolibrary.org/obo/BFO_0000003,occurrent,,"An entity that has temporal parts and that happens, unfolds or develops through time.",entity,,,,
http://purl.obolibrary.org/obo/ENVO_01000300,atmospheric Taylor column,vortex street,An atmospheric Taylor column is a Taylor column that is formed in the atmosphere. Atmospheric Taylor columns often form above islands resulting in vortex streets in the atmosphere.,Taylor column,"A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner. ; ","A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner.",,
http://purl.obolibrary.org/obo/FOODON_00001053,fermented dairy food product,,,food (fermented),,,,
http://purl.obolibrary.org/obo/ENVO_01001725,moist-adiabatic process,saturation-adiabatic process,An adiabatic process which involves air saturated with water vapour and the presence of liquid water.,hydrological process,,An environmental process which has water - in any of its states - as a participant.,,
http://purl.obolibrary.org/obo/ENVO_03500010,shady environment,shaded environment,"An environmental system which is shielded from direct stellar irradiation by material entities.|Typically, the material entities which intercept the star's radiation are located far closer to the shaded environment than the star itself. For example, trees shading the understory or awnings shading restaurant seating.",environmental system determined by a quality,,An environmental system which is determined by materials bearing roughly homogeneous qualities.,,"Typically, the material entities which intercept the star's radiation are located far closer to the shaded environment than the star itself. For example, trees shading the understory or awnings shading restaurant seating."
http://purl.obolibrary.org/obo/CHEBI_27364,zinc molecular entity,,,zinc group molecular entity,,,,
http://purl.obolibrary.org/obo/ENVO_02000004,nesting material,,"Nesting material is an animal habitation consisting of matierals used to cushion, insulate and protect the young of the organism. The adult will use the material to form a protective structure to house and raise their young. Nests are built primarily by birds, but also by mammals, fish, insects and reptiles.",environmental material,A material entity which other material entities in an environmental system are primarily or partially composed of. ; ,A material entity which other material entities in an environmental system are primarily or partially composed of.,,
http://purl.obolibrary.org/obo/ENVO_2000021,magnetic energy,,potential energy due to or stored in magnetic fields.,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000022,gravitational energy,,potential energy due to or stored in gravitational fields.,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000023,chemical energy,,Potential energy which is stored in chemical bonds and realised through reactions which break them..,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000026,chromodynamic energy,quantum chromodynamics binding energy|gluon binding energy|chromodynamic binding energy,"Potential energy due to the energy of the gluon-mediated field of the strong force, binding quarks together into hadrons.",potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000029,sound wave energy,,Mechanical wave energy which is realised when an acoustic wave propagates through a material.,mechanical wave energy,,Wave energy which inheres in an elastic material and is realised when a deformational wave passes through that material.,,
http://purl.obolibrary.org/obo/ENVO_2000020,electric energy,,potential energy due to or stored in electric fields.,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000024,ionization energy,,potential energy that binds an electron to its atom or molecule.,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000027,elastic energy,,potential energy due to the deformation of a material (or its container) exhibiting a restorative force.,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000025,nuclear energy,,potential energy that binds nucleons to form the atomic nucleus (and nuclear reactions).,potential energy,,"Energy possessed by an object because of its position relative to other objects, stresses within itself, its electric charge, or other factors.",,
http://purl.obolibrary.org/obo/ENVO_2000028,mechanical wave energy,,Wave energy which inheres in an elastic material and is realised when a deformational wave passes through that material.,mixed potential and kinetic energy,,Energy which is the sum of 1) kinetic energy and 2) potential energy.,,
http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,,"b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])|A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",continuant,,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/CHEBI_33743,manganese group molecular entity,,,d-block molecular entity,,A d-block molecular entity is a molecular entity containing one or more atoms of a d-block element.,,
http://purl.obolibrary.org/obo/CHEBI_35175,sulfate salt,,,sulfates,,Salts and esters of sulfuric acid,,
http://purl.obolibrary.org/obo/ENVO_00002257,podzol,podosolic soil|podsol,"Podzols are soils with a typically ash-grey upper subsurface horizon, bleached by loss of organic matter and iron oxides, on top of a dark accumulation horizon with brown, reddish or black illuviated humus and/or reddish Fe compounds. Podzols occur in humid areas in the boreal and temperate zones and locally also in the tropics.",soil,"An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms. ; ","An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms.",,
http://purl.obolibrary.org/obo/CHEBI_48218,antiseptic drug,,,antiinfective agent,,A substance used in the prophylaxis or therapy of infectious diseases.,,
http://purl.obolibrary.org/obo/ENVO_00000172,sandy desert,sandy area|desert,"A desert plain characterized by a surface veneer of sand.|There should be  relation here to ENVO:sand, but it's more than ""primarily composed of"" and must call upon the idea of ""ground surface"" or layer.",desert area,"A region rendered barren or partially barren by environmental extremes, especially by low rainfall. ; ","A region rendered barren or partially barren by environmental extremes, especially by low rainfall.",,"There should be  relation here to ENVO:sand, but it's more than ""primarily composed of"" and must call upon the idea of ""ground surface"" or layer."
http://purl.obolibrary.org/obo/ENVO_00002234,acrisol,,Acrisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Acrisols have in certain depths a low base saturation and low-activity clays.,ultisol,"A soil which has high mineral content and which contain no calcareous material, have less than 10% weatherable minerals its surface layer, and have less than 35% base saturation throughout its volume. ; ","A soil which has high mineral content and which contain no calcareous material, have less than 10% weatherable minerals its surface layer, and have less than 35% base saturation throughout its volume.",,
http://purl.obolibrary.org/obo/ENVO_01000847,hair ice,ice wool|frost beard,"A type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair.",water ice,Ice which is formed from water. ; ,Ice which is formed from water.,,
http://purl.obolibrary.org/obo/FOODON_00001078,fermented soybean food product,,A food product having fermented soyabeans as a defining ingredient,fermented bean product,,"SIREN DB annotation:
* seed (anatomical part) FOODON:03420155
* microbial/enzymatic modification process FOODON:03460119
* curing or aging process FOODON:03460253",,
http://purl.obolibrary.org/obo/FOODON_00001080,tape kefan food product,,,fermented rice beverage,,,,
http://purl.obolibrary.org/obo/ENVO_01000257,white smoker,,"A hydrothermal vent found on the ocean floor which emits lighter-hued minerals, such as those containing barium, calcium and silicon. These alkaline hydrothermal vents also continuously generate acetyl thioesters, providing both the starting point for more complex organic molecules and the energy needed to produce them.",marine hydrothermal vent,"A marine hydrothermal vent is a marine benthic feature where heat generated due to tectonic activity, either at divergent plate boundaries or convergent ocean plates where back-arc spreading occurs, is released or 'vented' to the surface. The resultant high temperature water jets are laden with dissolved metals and minerals. ; ","A marine hydrothermal vent is a marine benthic feature where heat generated due to tectonic activity, either at divergent plate boundaries or convergent ocean plates where back-arc spreading occurs, is released or 'vented' to the surface. The resultant high temperature water jets are laden with dissolved metals and minerals.",,
http://purl.obolibrary.org/obo/ENVO_01001253,freshwater macrophyte farming process,aquaculture of freshwater macrophytes|freshwater macrophyte aquaculture,An aquaculture process during which humans rear freshwater macrophytes.,plant aquaculture process,,An aquaculture process during which humans rear plants.,,
http://purl.obolibrary.org/obo/UBERON_0036146,cardiopharyngeal field,,An region of the mesoderm that includes anterior lateral mesoderm of the first heart field plus contiguous pharyngeal mesoderm that gives rise to second-heart-field-derived regions of the heart and branchiomeric muscles.,anlage,"Anlagen are populations of contiguous cells, typically arranged in one plane, that are morphologically indistinct, but that already correspond in extent to a later organ/tissue. ; ","Anlagen are populations of contiguous cells, typically arranged in one plane, that are morphologically indistinct, but that already correspond in extent to a later organ/tissue.",,
http://purl.obolibrary.org/obo/ENVO_06105015,biodegradation of plastic,biological degradation of plastics,A biodegradation process during which plastic is broken down.|Biodegradation of plastic will lead to reduce molecular weight of that plastic.,biodegradation,A biological process during which a material entity is broken down. ; ,A biological process during which a material entity is broken down.,,Biodegradation of plastic will lead to reduce molecular weight of that plastic.
http://purl.obolibrary.org/obo/GO_1901576,organic substance biosynthetic process,,,organic substance metabolic process,"The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon. ; ","The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon.",,
http://purl.obolibrary.org/obo/ENVO_00002263,garden soil,,A portion of soil which is found in a garden.,soil,"An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms. ; ","An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms.",,
http://purl.obolibrary.org/obo/ENVO_01000072,marine Taylor column,,"A marine Taylor column is a Taylor column that is formed in a marine body of water. Currents flowing over shoaling topography such as seamounts are accelerated and destabilised, resulting in Taylor columns. Eddies and internal waves are generated downstream of the topological feature and may extend 1000 m or so above them. This may result in a localised increase in primary production where the Taylor column reaches surface waters.",Taylor column,"A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner. ; ","A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner.",,
http://purl.obolibrary.org/obo/ENVO_03501322,food production high-risk contamination area,,"A hygienic food production area containing food products that are not subjected to subsequent microbial decontamination, and where there is a risk of pathogen or microbial spoilage growth.",hygienic food production area,An environmental system which is part of a food production facility and whose boundaries are defined by hygienic requirements. ; ,An environmental system which is part of a food production facility and whose boundaries are defined by hygienic requirements.,,
http://purl.obolibrary.org/obo/ENVO_00002228,pond water,,,astronomical body part,,"Material parts of astronomical bodies generally have boundaries formed by discontinuities in qualities, composition, or other physical characterisitcs. These boundaries are sometimes sharp, and sometimes diffuse, with different classification systems and communities declaring varying thresholds (e.g. for where a shoreline, forest, or other entity begins and ends). However, some boundaries are declared by fiat - that is, by arbitrary human convention or decree - particularly by regulatory or other authorities and communities of practice. The classes in this hierarchy attempt to offer generalisable definitions that allow multiple classfiication systems to map to and interoperate through. If desired, we can create classes that declare thresholds used by a given authority or community under the more generic ones, annotated with source information.",,
http://purl.obolibrary.org/obo/PATO_0001292,full-spectrum EM radiation quality,,An EM radiation quality that is independent of the EM wavelength range.,quality of interaction of a substance with electromagnetic radiation,"A quality of a substance on which or through which electromagnetic radiation impinges or traverses with respect to radiation. This substance quality changes the quality of the incident radiation with respect to any of: intensity, direction, scatter and wavelength. ; ","A quality of a substance on which or through which electromagnetic radiation impinges or traverses with respect to radiation. This substance quality changes the quality of the incident radiation with respect to any of: intensity, direction, scatter and wavelength.",,
http://purl.obolibrary.org/obo/PATO_0001295,albedo,,A reflective quality restricted to a particular wavelength.,radiation reflective quality,A scalar EM radiation quality which obtains by the capacity of the bearer to scatter or reflect radiation. ; ,A scalar EM radiation quality which obtains by the capacity of the bearer to scatter or reflect radiation.,,
http://purl.obolibrary.org/obo/PATO_0001296,luminous flux,,A scalar optical quality which obtains by the magnitude of the light emitted by the bearer.,optical quality,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light. ; ,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.,,
http://purl.obolibrary.org/obo/PATO_0001294,radiation reflective quality,,A scalar EM radiation quality which obtains by the capacity of the bearer to scatter or reflect radiation.,full-spectrum EM radiation quality,An EM radiation quality that is independent of the EM wavelength range. ; ,An EM radiation quality that is independent of the EM wavelength range.,,
http://purl.obolibrary.org/obo/PATO_0001291,electromagnetic (EM) radiation quality,,A physical quality that inheres in an bearer by virtue of how that bearer interacts with electromagnetic radiation.,radiation quality,,A quality that inheres in an bearer by virtue of how that bearer interacts with radiation.,,
http://purl.obolibrary.org/obo/ENVO_01000944,microplastic particle,microplastic,"A piece of plastic which has a diameter less than five millimetres.|This classification is based on the thresholds detailed in GESAMP report # 99 on recommendation from the SDG 14 indicator team. While the definition is in accordance with the common use of this term (as per GESAMP report # 99), alternative size classifications exist. Alternative classifications are a piece of plastic which is between 1 and 5 millimetres in diameter, a piece of plastic which has a diameter less than 1 millimetre, or a piece of plastic which has a diameter greater than 330 micrometres. The use of the word diameter in this case was understood to mean the generalised form of diameter, i.e. the largest distance between two points belonging to an object.",piece of plastic,,A mass of solid material which is primarily composed of plastic.,,"This classification is based on the thresholds detailed in GESAMP report # 99 on recommendation from the SDG 14 indicator team. While the definition is in accordance with the common use of this term (as per GESAMP report # 99), alternative size classifications exist. Alternative classifications are a piece of plastic which is between 1 and 5 millimetres in diameter, a piece of plastic which has a diameter less than 1 millimetre, or a piece of plastic which has a diameter greater than 330 micrometres. The use of the word diameter in this case was understood to mean the generalised form of diameter, i.e. the largest distance between two points belonging to an object."
http://purl.obolibrary.org/obo/ENVO_01000252,freshwater lake biome,,A biome which is determined by a freshwater lake.,freshwater biome,An aquatic biome which is determined by a body of freshwater. ; ,An aquatic biome which is determined by a body of freshwater.,,
http://purl.obolibrary.org/obo/ENVO_01000651,ocean strait,,An ocean strait is a strait which connects two oceans.,strait,"A narrow channel of water that connects two larger bodies of water, and thus lies between two land masses. ; ","A narrow channel of water that connects two larger bodies of water, and thus lies between two land masses.",,
http://purl.obolibrary.org/obo/ENVO_01001729,nautical squall,,"A storm which is nautical, localised, and of high severity local storm considered as a whole: that is, winds and cloud mass and (if any) precipitation, thunder and lightning.",atmospheric storm,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather. ; ,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather.,,
http://purl.obolibrary.org/obo/ENVO_04000015,carbon sequestration process,,A material accumulation process during which atmospheric carbon dioxide is captured and stored.,material accumulation process,,"A process during which the mass of one or more materials, present within a given site, increases.",,
http://purl.obolibrary.org/obo/ENVO_01000108,marine cold-water sphere,,"The marine cold-water sphere describes a water mass extending from the polar seas and across low latitudes at depths of ca. 800 to 1000 m, which is separated from the marine warm-water sphere by the permanent marine thermocline",marine water mass,,A mass of marine water.,,
http://purl.obolibrary.org/obo/GO_0007610,behavior,,,multicellular organismal process,,"Any biological process, occurring at the level of a multicellular organism, pertinent to its function.",,
http://purl.obolibrary.org/obo/ENVO_03000044,sea ice formation process,,A material transformation process during which seawater freezes into sea ice.,water ice formation process,A material transformation process during which water ice is formed. ; ,A material transformation process during which water ice is formed.,,
http://purl.obolibrary.org/obo/ENVO_03510024,lacquer,,A category of hard and potentially shiny (clear or colored) finishes which can be applied to materials including wood or metal.,chemical product,A manufactured product that is some mixture of chemicals created through some chemical engineering process ; ,A manufactured product that is some mixture of chemicals created through some chemical engineering process,,
http://purl.obolibrary.org/obo/ENVO_01001114,feed storage space,feed storage,"A physical space, which may or may not be in a construction, which is used to store animal feed for agricultural purposes.",agricultural ecosystem,,,,
http://purl.obolibrary.org/obo/ENVO_01003011,convective,,A physical quality of a process which is characteristic of processes that transport material within a volume due to the combined effects of material property heterogeneity and body forces across that volume.,physical quality of a process,,,,
http://purl.obolibrary.org/obo/ENVO_03501267,peeler,vegetable scraper,"A hand tool used to remove the outer layer of vegetables and fruit, consisting of a handle attached to a metal blade with a slot with a sharp edge.",hand tool,,A manufactured product which has been designed to 1) allow a human to do work more efficiently and 2) be used in a hand-held fashion.,,
http://purl.obolibrary.org/obo/ENVO_01000390,temperate mixed needleleaf forest,coniferous forest,"A temperate mixed forest which has communities of trees composed primarily of species with needle-like leaves (e.g. conifers).|This class corresponds to  the ""Temperate Mixed broadleaf / needleleaf forest"" category of the updated Global Forest Map classification (GFM 2000). To reconstruct the original class, an aggregate class with this and the ""temperate mixed broadleaf forest"" class can be made.",temperate mixed forest,,A mixed forest which is subject to temperate climatic conditions.,,"This class corresponds to  the ""Temperate Mixed broadleaf / needleleaf forest"" category of the updated Global Forest Map classification (GFM 2000). To reconstruct the original class, an aggregate class with this and the ""temperate mixed broadleaf forest"" class can be made."
http://purl.obolibrary.org/obo/ENVO_00000897,obsolete tropical upwelling biome,,"Please use the appropriate terms in the marine biome branch in combination with the marine upwelling feature to specify an environment characterised by a marine upwelling (2010-03-15, PLB)",,,,,"Please use the appropriate terms in the marine biome branch in combination with the marine upwelling feature to specify an environment characterised by a marine upwelling (2010-03-15, PLB)"
http://purl.obolibrary.org/obo/ENVO_01001526,frozen soil,,Soil which is below the freezing point of water.,soil,"An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms. ; ","An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms.",,
http://purl.obolibrary.org/obo/ENVO_01000086,coastal buoyancy current front,,,oceanic front,"An oceanic front is a narrow zone of enhanced horizontal gradients of water properties (temperature, salinity, nutrients, etc.) that separates broader areas with different water masses or different vertical structure (stratification). ; ","An oceanic front is a narrow zone of enhanced horizontal gradients of water properties (temperature, salinity, nutrients, etc.) that separates broader areas with different water masses or different vertical structure (stratification).",,
http://purl.obolibrary.org/obo/ENVO_01000834,water raindrop,raindrop,This is the class intended for use when describing raindrops on Earth. These typically have a diamter of  0.1 to 9 millimetres.,water droplet,,A droplet of water,,This is the class intended for use when describing raindrops on Earth. These typically have a diamter of  0.1 to 9 millimetres.
http://purl.obolibrary.org/obo/ENVO_03501102,polytunnel,polyhouse|hoophouse|hoop greenhouse|high tunnel|grow tunnel,"An industrial building made from steel and covered in polyethylene used for plant cultivation.|These tunnels are usually semi-circular, square or elongated in shape. These are not subclasses of ENVO:tunnel as they are not built underground or underwater.",industrial building,"An industrial building is a building within which goods are produced and, optionally, stored or within which services are rendered. ; ","An industrial building is a building within which goods are produced and, optionally, stored or within which services are rendered.",,"These tunnels are usually semi-circular, square or elongated in shape. These are not subclasses of ENVO:tunnel as they are not built underground or underwater."
http://purl.obolibrary.org/obo/ENVO_00003963,warehouse,,A warehouse is a building which is used for the storage of goods.,commercial building,,A building which is primarily used to facilitate the buying or selling of goods or services.,,
http://purl.obolibrary.org/obo/ENVO_00003968,air filter,,"An air filter is a device that removes some substance from air.|This is a general definition derived from the definitions for particulate, chemical, and other air filters. Subclasses should be created if needed.",manufactured product,,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",,"This is a general definition derived from the definitions for particulate, chemical, and other air filters. Subclasses should be created if needed."
http://purl.obolibrary.org/obo/ENVO_01000334,talus slope,scree slope,A talus slope is a slope which has a surface layer composed of scree.,slope,A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and  relatively flat surrounding land. ; ,A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and  relatively flat surrounding land.,,
http://purl.obolibrary.org/obo/ENVO_01000745,area of perennial snow,,"An area of a planet's surface which is primarily composed of snow, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction.|This class covers part of the NLCD ""Perennial Ice/Snow"" class.",area of perennial ice or snow,"An area of a planet's surface which is primarily composed of snow or water ice, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction. ; ","An area of a planet's surface which is primarily composed of snow or water ice, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction.",,"This class covers part of the NLCD ""Perennial Ice/Snow"" class."
http://purl.obolibrary.org/obo/ENVO_01000309,cold environment,,"An environment which has a lower temperature than some local or global average.|The definition of the deprecated 'cold temperature habitat' class, which this class was derived from, quotes an upper threshold of 15 degrees Celsius for 'coldness'.",environmental system,A system which has the disposition to environ one or more material entities. ; ,A system which has the disposition to environ one or more material entities.,,"The definition of the deprecated 'cold temperature habitat' class, which this class was derived from, quotes an upper threshold of 15 degrees Celsius for 'coldness'."
http://purl.obolibrary.org/obo/PATO_0000058,odor,,A physical quality inhering in a bearer by virtue of the bearer's molecules being are aerially dispersed and perceived by an odorant receptor.,physical quality,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities. ; ,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.,,
http://purl.obolibrary.org/obo/PATO_0000051,morphology,,A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure.,physical object quality,A quality which inheres in a continuant. ; ,A quality which inheres in a continuant.,,
http://purl.obolibrary.org/obo/PATO_0000052,shape,relational shape quality,"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",morphology,A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure. ; ,A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure.,,
http://purl.obolibrary.org/obo/PATO_0000057,occurrence,temporal|incidence,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence.,temporal distribution quality,A temporal distribution pattern of process occurrences within a regulation/reference process. ; ,A temporal distribution pattern of process occurrences within a regulation/reference process.,,
http://purl.obolibrary.org/obo/ENVO_01001051,environment determined by a biofilm on a non-saline surface,,An environmental system which has its properties and dynamics determined by a biofilm on a surface which is exposed to non-saline materials.,ecosystem,An environmental system which includes both living and non-living components. ; ,An environmental system which includes both living and non-living components.,,
http://purl.obolibrary.org/obo/UBERON_0003278,skeleton of lower jaw,mandibular series|mandibles|mandible|lower jaw|lower jaw skeleton,"A subdivision of the skeleton that corresponds to the lower part of the mouth. The lower jaw skeleton includes the following elements, when present: lower jaw teeth, the mandible and other lower jaw bones, and Meckel's cartilage.",subdivision of skeleton,"Anatomical cluster consisting of the skeletal elements (i.e. bone elements, cartilage elements, cartilage condensations) that are part of an individual subdivision of the organism. Excludes joints. ; ","Anatomical cluster consisting of the skeletal elements (i.e. bone elements, cartilage elements, cartilage condensations) that are part of an individual subdivision of the organism. Excludes joints.",,
http://purl.obolibrary.org/obo/ENVO_01001443,usage of an environment for recreation,recreation|leisure,A planned environmental usage process during which humans access an environment in order to promote the refreshment of their physical and psychological health through relaxation and leisure activities.,planned environmental usage process,,"A planned process during which humans access and obtain resources, benefits, or services from a natural or anthropised ecosystem.",,
http://purl.obolibrary.org/obo/ENVO_01000432,swamp forest,,A class created to group GFM 2000 terms by the dominant vegetation type. Definitions pending.,forest ecosystem,An ecosystem which is determined by communities of plants with a tree growth form and in which members of those communities form continuous or discontinuous regions of canopy cover. ; ,An ecosystem which is determined by communities of plants with a tree growth form and in which members of those communities form continuous or discontinuous regions of canopy cover.,,A class created to group GFM 2000 terms by the dominant vegetation type. Definitions pending.
http://purl.obolibrary.org/obo/ENVO_01001483,surface of an astronomical body,land surface,A surface layer where the solid or liquid material of an astronomical body comes into contact with an atmosphere or outer space.|a useful class: this can be used to define sub-terrestrial and sub-marine entities,astronomical body part,,"Material parts of astronomical bodies generally have boundaries formed by discontinuities in qualities, composition, or other physical characterisitcs. These boundaries are sometimes sharp, and sometimes diffuse, with different classification systems and communities declaring varying thresholds (e.g. for where a shoreline, forest, or other entity begins and ends). However, some boundaries are declared by fiat - that is, by arbitrary human convention or decree - particularly by regulatory or other authorities and communities of practice. The classes in this hierarchy attempt to offer generalisable definitions that allow multiple classfiication systems to map to and interoperate through. If desired, we can create classes that declare thresholds used by a given authority or community under the more generic ones, annotated with source information.",,a useful class: this can be used to define sub-terrestrial and sub-marine entities
http://purl.obolibrary.org/obo/ENVO_00003887,obsolete blue cheese,,,,,,,
http://purl.obolibrary.org/obo/CHEBI_16240,hydrogen peroxide,,,reactive oxygen species,,"Molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers.",,
http://purl.obolibrary.org/obo/ENVO_03000055,desublimation of water vapour into ice,,A desublimation process during which water vapour is frozen into water ice.,hydrological process,,An environmental process which has water - in any of its states - as a participant.,,
http://purl.obolibrary.org/obo/ENVO_01001669,mariculture process,mariculture,"An aquaculture process during which marine organisms are cultivated in the open ocean, an enclosure in the ocean, or in tanks, ponds or raceways which are filled with seawater.",hydrological process,,An environmental process which has water - in any of its states - as a participant.,,
http://purl.obolibrary.org/obo/ENVO_01001666,glacial run,Jökulhlaup|Jokulhlaup|Jokuelhlaup,A water flow process which comprises a sudden‐onset high‐magnitude discharge of water and sediment from a glacial source|Glacial runs occur in virtually all glaciated regions of the world and are most commonly directly sourced from any part of a glacier where water can accumulate into a lake. A jökulhlaup usually occurs because a glacial lake drains rapidly due to failure of an ice dam or moraine dam.,water flow process,,A material transport process during which a volume of liquid water is transported due to a disequilibria in physical forces.,,Glacial runs occur in virtually all glaciated regions of the world and are most commonly directly sourced from any part of a glacier where water can accumulate into a lake. A jökulhlaup usually occurs because a glacial lake drains rapidly due to failure of an ice dam or moraine dam.
http://purl.obolibrary.org/obo/ENVO_00010506,emulsion,,A mixture of two immiscible (unblendable) substances. One substance (the dispersed phase) is dispersed in the other (the continuous phase).,environmental material,A material entity which other material entities in an environmental system are primarily or partially composed of. ; ,A material entity which other material entities in an environmental system are primarily or partially composed of.,,
http://purl.obolibrary.org/obo/UBERON_0001046,hindgut,metenteron,The caudalmost subdivision of a digestive tract.,subdivision of digestive tract,A proximal-distal subdivision of the digestive tract. ; ,A proximal-distal subdivision of the digestive tract.,,
http://purl.obolibrary.org/obo/UBERON_0001048,primordium,rudiment|primordia|placode|future organ|bud,"Primordia are populations of contiguous cells that are morphologically distinct and already correspond in extent to a later organ/tissue[FBbt, Hartenstein, V. (2004)].",developing anatomical structure,,,,
http://purl.obolibrary.org/obo/UBERON_0001041,foregut,proenteron|praeenteron,Anterior subdivision of a digestive tract.,subdivision of digestive tract,A proximal-distal subdivision of the digestive tract. ; ,A proximal-distal subdivision of the digestive tract.,,
